ProgressPercent,Reference,BaseFiltered,PrunedFiltered,QuantizedFiltered
0,1,1,1,1
0.040015205916207844,0.99991309642791748,1.0003862380981445,0.99896222352981567,1.0001929998397827
0.080030411832415688,0.99975556135177612,1.0017693042755127,0.99791443347930908,1.0010055303573608
0.12004561774862352,0.99959796667098999,1.0031523704528809,0.99686670303344727,1.0000452995300293
0.16006082366483138,0.99944037199020386,1.0043375492095947,0.99581891298294067,0.99900180101394653
0.20008292756516544,0.99928277730941772,1.0053272247314453,0.99480438232421875,0.99795383214950562
0.24009813348137327,0.99912524223327637,1.006492018699646,0.99375659227371216,0.99690604209899902
0.2801133393975811,0.99896764755249023,1.0075318813323975,0.99270880222320557,0.99585825204849243
0.32012854531378893,0.9988100528717041,1.0083410739898682,0.99166101217269897,0.99481087923049927
0.36014375122999681,0.99865251779556274,1.0091462135314941,0.99061322212219238,0.99376308917999268
0.40015895714620464,0.99849492311477661,1.0098311901092529,0.98956549167633057,0.99271613359451294
0.44017416306241247,0.99833738803863525,1.0104107856750488,0.98851770162582397,0.99166905879974365
0.4801893689786203,0.99817979335784912,1.0108252763748169,0.98746991157531738,0.99062210321426392
0.52021147287895442,0.99802219867706299,1.0108816623687744,0.98694413900375366,0.98957693576812744
0.56022667879516219,0.99786460399627686,1.0108458995819092,0.98670411109924316,0.98853397369384766
0.60024188471137008,0.9977070689201355,1.0107718706130981,0.98683065176010132,0.98750615119934082
0.64025709062757785,0.99754947423934937,1.010967493057251,0.9869389533996582,0.98651987314224243
0.68027229654378574,0.99739193916320801,1.0110898017883301,0.9867139458656311,0.98567312955856323
0.72028750245999362,0.99723434448242188,1.0110599994659424,0.98640477657318115,0.9849279522895813
0.7603027083762014,0.99707674980163574,1.0108488798141479,0.98626625537872314,0.984444260597229
0.80031791429240928,0.99691921472549438,1.0106475353240967,0.98644280433654785,0.98406225442886353
0.84033312020861717,0.99676162004470825,1.010470986366272,0.98666250705718994,0.98388850688934326
0.88035522410895117,0.99660402536392212,1.0104544162750244,0.9869341254234314,0.98401230573654175
0.92037043002515906,0.99644643068313599,1.0104799270629883,0.9863274097442627,0.98396408557891846
0.96038563594136683,0.99628889560699463,1.0103399753570557,0.9855840802192688,0.98374325037002563
1.0004008418575747,0.9961313009262085,1.0101311206817627,0.98485147953033447,0.98379331827163696
1.0404160477737825,0.99597376585006714,1.0091708898544312,0.98409682512283325,0.98367786407470703
1.0804312536899905,0.99581617116928101,1.0082106590270996,0.98333495855331421,0.98376822471618652
1.1204464596061983,0.9957282543182373,1.0072498321533203,0.98343515396118164,0.98294222354888916
1.160461665522406,0.99565553665161133,1.0062893629074097,0.9835364818572998,0.98191177845001221
1.2004768714386138,0.99554300308227539,1.0053291320800781,0.98326408863067627,0.98144263029098511
1.2404989753389479,0.99543052911758423,1.0043685436248779,0.98319828510284424,0.98091018199920654
1.2805141812551557,0.99531799554824829,1.0034077167510986,0.98309600353240967,0.98036384582519531
1.3205293871713637,0.99520552158355713,1.0024474859237671,0.98259860277175903,0.9794420599937439
1.3605445930875715,0.99509298801422119,1.0014872550964355,0.98193967342376709,0.97849380970001221
1.4005597990037792,0.99498051404953003,1.0005264282226563,0.98136460781097412,0.97769355773925781
1.4405750049199872,0.99486798048019409,0.99952685832977295,0.98076039552688599,0.97684574127197266
1.480590210836195,0.99475550651550293,0.99847906827926636,0.98028606176376343,0.9763340950012207
1.5206054167524028,0.99464297294616699,0.99743139743804932,0.98010456562042236,0.97582298517227173
1.5606275206527369,0.99453049898147583,0.99638533592224121,0.97976982593536377,0.97529667615890503
1.6006427265689447,0.99441796541213989,0.99534893035888672,0.97932112216949463,0.97471171617507935
1.6406579324851527,0.99430549144744873,0.99433457851409912,0.97901231050491333,0.97436898946762085
1.6806731384013605,0.99419295787811279,0.99330800771713257,0.97874277830123901,0.97417503595352173
1.7206883443175682,0.99408048391342163,0.9922863245010376,0.97876638174057007,0.97416919469833374
1.7607035502337762,0.99396795034408569,0.99126791954040527,0.97890496253967285,0.97387778759002686
1.800718756149984,0.99385547637939453,0.99026381969451904,0.97866928577423096,0.97354096174240112
1.8407339620661918,0.99374294281005859,0.98926544189453125,0.97853028774261475,0.97328031063079834
1.8807491679823996,0.99363046884536743,0.98839277029037476,0.97832739353179932,0.97312504053115845
1.9207712718827337,0.99351793527603149,0.98749059438705444,0.97822010517120361,0.97314959764480591
1.9607864777989417,0.99340546131134033,0.98658668994903564,0.97837799787521362,0.97307068109512329
2.0008016837151494,0.99329292774200439,0.9857633113861084,0.97851794958114624,0.97281926870346069
2.0408168896313574,0.99318045377731323,0.9857257604598999,0.9782370924949646,0.97259730100631714
2.080832095547565,0.99306792020797729,0.98696058988571167,0.97810280323028564,0.9726099967956543
2.120847301463773,0.99295544624328613,0.98819541931152344,0.97808456420898438,0.97251737117767334
2.160862507379981,0.9928429126739502,0.98939222097396851,0.97819012403488159,0.97267526388168335
2.2008777132961885,0.99273043870925903,0.99035656452178955,0.97842180728912354,0.97265762090682983
2.2408929192123965,0.99267899990081787,0.99125951528549194,0.97869038581848145,0.97258782386779785
2.2809150231127306,0.99260538816452026,0.99200344085693359,0.97890615463256836,0.9716915488243103
2.3209302290289382,0.99250715970993042,0.99174690246582031,0.97833144664764404,0.97184312343597412
2.3609454349451462,0.99240893125534058,0.99155455827713013,0.97811228036880493,0.9719928503036499
2.4009606408613542,0.99231070280075073,0.99145412445068359,0.97814261913299561,0.9722893238067627
2.4409758467775617,0.99221253395080566,0.99143236875534058,0.97796803712844849,0.97243273258209229
2.4809910526937697,0.99211430549621582,0.99109667539596558,0.97791898250579834,0.9728008508682251
2.5210062586099777,0.99201607704162598,0.9907381534576416,0.97800803184509277,0.97313696146011353
2.5610214645261853,0.99191790819168091,0.99030792713165283,0.97801905870437622,0.97359275817871094
2.6010435684265194,0.99181967973709106,0.98982125520706177,0.9781343936920166,0.97398483753204346
2.6410587743427274,0.99172145128250122,0.98910731077194214,0.97808623313903809,0.9740678071975708
2.681073980258935,0.99162322282791138,0.98843824863433838,0.97778189182281494,0.97407341003417969
2.7210891861751429,0.99152505397796631,0.98793339729309082,0.97764217853546143,0.97413337230682373
2.7611043920913509,0.99142682552337646,0.98760354518890381,0.97755914926528931,0.97428524494171143
2.8011195980075585,0.99132859706878662,0.98750853538513184,0.9776265025138855,0.97444832324981689
2.8411348039237665,0.99123042821884155,0.98755383491516113,0.97780543565750122,0.9743502140045166
2.8811500098399745,0.99113219976425171,0.98754137754440308,0.97768092155456543,0.97399836778640747
2.921165215756182,0.99103397130966187,0.98753058910369873,0.97762519121170044,0.9738655686378479
2.9611873196565162,0.99093574285507202,0.98748606443405151,0.97764432430267334,0.97369110584259033
3.0012025255727242,0.99083757400512695,0.98756217956542969,0.97779315710067749,0.97378396987915039
3.0412177314889322,0.99073934555053711,0.98781371116638184,0.97805917263031006,0.97384470701217651
3.0812329374051397,0.99064111709594727,0.98803001642227173,0.97839277982711792,0.97364288568496704
3.1212481433213477,0.99054288864135742,0.98829150199890137,0.97843784093856812,0.97343915700912476
3.1612633492375553,0.99044471979141235,0.98813611268997192,0.97850555181503296,0.97336661815643311
3.2012785551537633,0.99034649133682251,0.98772412538528442,0.97862428426742554,0.97320139408111572
3.2412937610699712,0.99024826288223267,0.98767542839050293,0.97885429859161377,0.97328430414199829
3.2813158649703054,0.99015003442764282,0.98801612854003906,0.979209303855896,0.97325634956359863
3.3213310708865129,0.99005186557769775,0.9880143404006958,0.97950214147567749,0.97303366661071777
3.3613462768027209,0.99001699686050415,0.9878728985786438,0.97983741760253906,0.97295212745666504
3.4013614827189289,0.98990756273269653,0.9876599907875061,0.97971183061599731,0.97229760885238647
3.4413766886351365,0.98977947235107422,0.98734241724014282,0.97922831773757935,0.97244423627853394
3.4813918945513445,0.9896513819694519,0.9868963360786438,0.97916388511657715,0.9724583625793457
3.5214071004675525,0.98952329158782959,0.98652327060699463,0.97879266738891602,0.97258639335632324
3.56142230638376,0.98939520120620728,0.98630976676940918,0.97862702608108521,0.97239428758621216
3.601437512299968,0.98926711082458496,0.98619949817657471,0.97873973846435547,0.97226190567016602
3.6414596162003021,0.98913902044296265,0.98637938499450684,0.97903144359588623,0.972389817237854
3.6814748221165097,0.98901093006134033,0.98667711019515991,0.97941088676452637,0.97251039743423462
3.7214900280327177,0.98888283967971802,0.98696130514144897,0.97974586486816406,0.97237539291381836
3.7615052339489257,0.98875468969345093,0.98698174953460693,0.97980725765228271,0.97215479612350464
3.8015204398651332,0.98862659931182861,0.98702239990234375,0.97981560230255127,0.97193711996078491
3.8415356457813412,0.9884985089302063,0.98694735765457153,0.9799463152885437,0.97186601161956787
3.8815508516975492,0.98837041854858398,0.9870179295539856,0.98029690980911255,0.97149062156677246
3.9215660576137568,0.98824232816696167,0.98719477653503418,0.98057311773300171,0.97044283151626587
3.9615812635299648,0.98811423778533936,0.98735827207565308,0.98041588068008423,0.96939510107040405
4.0016033674302989,0.98798614740371704,0.9872625470161438,0.98035436868667603,0.96834713220596313
4.0416185733465069,0.98785805702209473,0.98722624778747559,0.98023700714111328,0.96729934215545654
4.0816337792627149,0.98772996664047241,0.98710685968399048,0.98031961917877197,0.96625155210494995
4.121648985178922,0.9876018762588501,0.98722338676452637,0.98050814867019653,0.96520376205444336
4.16166419109513,0.98747378587722778,0.98743313550949097,0.9806588888168335,0.96415603160858154
4.201679397011338,0.98734569549560547,0.98748660087585449,0.98066991567611694,0.96310824155807495
4.241694602927546,0.98721760511398315,0.98755335807800293,0.98070406913757324,0.96206045150756836
4.281709808843754,0.98708951473236084,0.98742622137069702,0.98082387447357178,0.96101266145706177
4.3217319127440881,0.98696136474609375,0.98724305629730225,0.98111897706985474,0.96006929874420166
4.3617471186602952,0.98683327436447144,0.98733305931091309,0.98134130239486694,0.9596218466758728
4.4017623245765032,0.98670518398284912,0.98742324113845825,0.98142546415328979,0.95914888381958008
4.4417775304927112,0.98657709360122681,0.98737525939941406,0.98111623525619507,0.95852470397949219
4.4817927364089192,0.98654556274414063,0.98704808950424194,0.98165124654769897,0.95862722396850586
4.5218079423251272,0.98653477430343628,0.98662382364273071,0.98139798641204834,0.95877498388290405
4.5618231482413352,0.98652362823486328,0.9874001145362854,0.98259282112121582,0.96000993251800537
4.6018383541575423,0.98651254177093506,0.98834657669067383,0.98382735252380371,0.96124464273452759
4.6418535600737503,0.98650139570236206,0.98754042387008667,0.98506218194961548,0.96246844530105591
4.6818756639740844,0.98649024963378906,0.98662155866622925,0.98629724979400635,0.96269822120666504
4.7218908698902924,0.98647910356521606,0.98559266328811646,0.98753225803375244,0.9617418646812439
4.7619060758065004,0.98646795749664307,0.98454684019088745,0.98876696825027466,0.9608004093170166
4.8019212817227084,0.98645681142807007,0.98349905014038086,0.98998057842254639,0.96020984649658203
4.8419364876389155,0.98644566535949707,0.98245334625244141,0.99000322818756104,0.96144461631774902
4.8819516935551235,0.98643451929092407,0.98203426599502563,0.99046766757965088,0.96267843246459961
4.9219668994713315,0.98642337322235107,0.9823877215385437,0.98941987752914429,0.96335655450820923
4.9619821053875395,0.98641222715377808,0.98143744468688965,0.98837363719940186,0.96288955211639404
5.0020042092878736,0.98640108108520508,0.98058754205703735,0.98893958330154419,0.96408146619796753
5.0420194152040816,0.98638993501663208,0.98085647821426392,0.99017447233200073,0.96531635522842407
5.0820346211202896,0.98637878894805908,0.9815095067024231,0.99140948057174683,0.9665258526802063
5.1220498270364967,0.98636764287948608,0.98256731033325195,0.99264419078826904,0.96758526563644409
5.1620650329527047,0.98635655641555786,0.98363810777664185,0.99387913942337036,0.96865499019622803
5.2020802388689127,0.98634541034698486,0.98461359739303589,0.99466395378112793,0.96963244676589966
5.2420954447851207,0.98633426427841187,0.98583918809890747,0.99589866399765015,0.97085815668106079
5.2821106507013287,0.98632311820983887,0.98562657833099365,0.99618512392044067,0.97197717428207397
5.3221258566175367,0.98631197214126587,0.98503643274307251,0.99604779481887817,0.97321218252182007
5.3621479605178699,0.98630082607269287,0.98406320810317993,0.99728304147720337,0.97444039583206177
5.4021631664340779,0.98628968000411987,0.98397475481033325,0.99678170680999756,0.97388565540313721
5.4421783723502859,0.98627853393554688,0.9840247631072998,0.9957352876663208,0.97358030080795288
5.4821935782664939,0.98626738786697388,0.98297733068466187,0.99470585584640503,0.97481441497802734
5.5222087841827019,0.98625624179840088,0.98243719339370728,0.99472129344940186,0.97577768564224243
5.5622239900989099,0.98624509572982788,0.98306912183761597,0.99367350339889526,0.97663730382919312
5.602239196015117,0.98623394966125488,0.98296487331390381,0.99262571334838867,0.97628504037857056
